Date,Month,Sub-Category,Description,Account Name,Transaction Type,Count,Amount,Transfer Type
2017-07-03,2017-07-03,Transfer,Transfer from BABY,CHECKING,credit,1,-50.2,In
2017-07-03,2017-07-03,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-105.11,In
2017-07-03,2017-07-03,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-105.11,Out
2017-07-03,2017-07-03,Transfer,Transfer to SERVICE CHECKING,EMERSYN,debit,1,-50.2,Out
2017-07-05,2017-07-05,Transfer,Transfer from HOUSE,CHECKING,credit,2,-80.0,In
2017-07-05,2017-07-05,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-60.0,In
2017-07-05,2017-07-05,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,1,-40.0,In
2017-07-05,2017-07-05,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-60.0,Out
2017-07-05,2017-07-05,Transfer,Transfer to HOUSE,CHECKING,debit,1,-40.0,Out
2017-07-05,2017-07-05,Transfer,Transfer to SERVICE CHECKING,SAFETY NET,debit,2,-80.0,Out
2017-07-06,2017-07-06,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-180.0,In
2017-07-06,2017-07-06,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-180.0,Out
2017-07-11,2017-07-11,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-174.94,In
2017-07-11,2017-07-11,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-174.94,Out
2017-07-12,2017-07-12,Transfer,Transfer from HOUSE,CHECKING,credit,1,-2020.0,In
2017-07-12,2017-07-12,Transfer,Transfer to SERVICE CHECKING,SAFETY NET,debit,1,-2020.0,Out
2017-07-14,2017-07-14,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-300.0,In
2017-07-14,2017-07-14,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-300.0,Out
2017-07-17,2017-07-17,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,1,-20.0,In
2017-07-17,2017-07-17,Transfer,Transfer to HOUSE,CHECKING,debit,1,-20.0,Out
2017-07-18,2017-07-18,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,2,-450.0,In
2017-07-18,2017-07-18,Transfer,Transfer from SERVICE CHECKING,EMERSYN,credit,1,-450.0,In
2017-07-18,2017-07-18,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,1,-300.0,In
2017-07-18,2017-07-18,Transfer,Transfer to BABY,CHECKING,debit,1,-450.0,Out
2017-07-18,2017-07-18,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-450.0,Out
2017-07-18,2017-07-18,Transfer,Transfer to HOUSE,CHECKING,debit,1,-300.0,Out
2017-07-20,2017-07-20,Transfer,Capital One,Venture,credit,1,-1520.0,In
2017-07-20,2017-07-20,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-605.0,In
2017-07-20,2017-07-20,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1520.22,In
2017-07-20,2017-07-20,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,2,-225.0,In
2017-07-20,2017-07-20,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-430.0,In
2017-07-20,2017-07-20,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-430.0,Out
2017-07-20,2017-07-20,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-225.0,Out
2017-07-20,2017-07-20,Transfer,Transfer to SERVICE CHECKING,CREDIT CARD,debit,1,-1520.22,Out
2017-07-20,2017-07-20,Transfer,Transfer to SERVICE CHECKING,MORTGAGE,debit,1,-605.0,Out
2017-07-21,2017-07-21,Transfer,Capital One,CHECKING,debit,1,-1520.0,Out
2017-07-24,2017-07-24,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-200.0,In
2017-07-24,2017-07-24,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,1,-200.0,In
2017-07-24,2017-07-24,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-200.0,Out
2017-07-24,2017-07-24,Transfer,Transfer to HOUSE,CHECKING,debit,1,-200.0,Out
2017-07-26,2017-07-26,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-165.79,In
2017-07-26,2017-07-26,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-165.79,Out
2017-08-03,2017-08-03,Transfer,Capital One,Venture,credit,1,-1165.0,In
2017-08-03,2017-08-03,Transfer,Transfer from BABY,CHECKING,credit,1,-200.23,In
2017-08-03,2017-08-03,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-365.87,In
2017-08-03,2017-08-03,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-709.99,In
2017-08-03,2017-08-03,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-709.99,Out
2017-08-03,2017-08-03,Transfer,Transfer to SERVICE CHECKING,CREDIT CARD,debit,1,-365.87,Out
2017-08-03,2017-08-03,Transfer,Transfer to SERVICE CHECKING,EMERSYN,debit,1,-200.23,Out
2017-08-04,2017-08-04,Transfer,Capital One,CHECKING,debit,1,-1165.0,Out
2017-08-07,2017-08-07,Transfer,Transfer from BABY,CHECKING,credit,1,-100.0,In
2017-08-07,2017-08-07,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-175.0,In
2017-08-07,2017-08-07,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-175.0,Out
2017-08-07,2017-08-07,Transfer,Transfer to SERVICE CHECKING,EMERSYN,debit,1,-100.0,Out
2017-08-14,2017-08-14,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-504.44,In
2017-08-14,2017-08-14,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-504.44,Out
2017-08-17,2017-08-17,Transfer,Capital One,Venture,credit,1,-1374.31,In
2017-08-17,2017-08-17,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-679.44,In
2017-08-17,2017-08-17,Transfer,Transfer to SERVICE CHECKING,CREDIT CARD,debit,1,-679.44,Out
2017-08-18,2017-08-18,Transfer,Capital One,CHECKING,debit,1,-1374.31,Out
2017-08-18,2017-08-18,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-710.0,In
2017-08-18,2017-08-18,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2017-08-24,2017-08-24,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-100.0,In
2017-08-24,2017-08-24,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-100.0,Out
2017-08-28,2017-08-28,Transfer,Transfer from BABY,CHECKING,credit,1,-50.0,In
2017-08-28,2017-08-28,Transfer,Transfer to SERVICE CHECKING,EMERSYN,debit,1,-50.0,Out
2017-08-31,2017-08-31,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1420.0,In
2017-08-31,2017-08-31,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-220.0,In
2017-08-31,2017-08-31,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-710.0,In
2017-08-31,2017-08-31,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2017-08-31,2017-08-31,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-220.0,Out
2017-08-31,2017-08-31,Transfer,Transfer to SERVICE CHECKING,MORTGAGE,debit,1,-1420.0,Out
2017-09-05,2017-09-05,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-100.0,In
2017-09-05,2017-09-05,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-100.0,Out
2017-09-06,2017-09-06,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-500.34,In
2017-09-06,2017-09-06,Transfer,Transfer from HOUSE,CHECKING,credit,1,-403.94,In
2017-09-06,2017-09-06,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-500.34,Out
2017-09-06,2017-09-06,Transfer,Transfer to SERVICE CHECKING,SAFETY NET,debit,1,-403.94,Out
2017-09-08,2017-09-08,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-595.0,In
2017-09-08,2017-09-08,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-595.0,Out
2017-09-11,2017-09-11,Transfer,Transfer from BABY,CHECKING,credit,1,-50.0,In
2017-09-11,2017-09-11,Transfer,Transfer to SERVICE CHECKING,EMERSYN,debit,1,-50.0,Out
2017-09-13,2017-09-13,Transfer,Capital One,Venture,credit,1,-1615.0,In
2017-09-13,2017-09-13,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1615.38,In
2017-09-13,2017-09-13,Transfer,Transfer to SERVICE CHECKING,CREDIT CARD,debit,1,-1615.38,Out
2017-09-14,2017-09-14,Transfer,Capital One,CHECKING,debit,1,-1615.0,Out
2017-09-14,2017-09-14,Transfer,Transfer from HOUSE,CHECKING,credit,1,-20.0,In
2017-09-14,2017-09-14,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,2,-310.0,In
2017-09-14,2017-09-14,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-710.0,In
2017-09-14,2017-09-14,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,1,-20.0,In
2017-09-14,2017-09-14,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2017-09-14,2017-09-14,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-310.0,Out
2017-09-14,2017-09-14,Transfer,Transfer to HOUSE,CHECKING,debit,1,-20.0,Out
2017-09-14,2017-09-14,Transfer,Transfer to SERVICE CHECKING,SAFETY NET,debit,1,-20.0,Out
2017-09-21,2017-09-21,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-150.0,In
2017-09-21,2017-09-21,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-175.0,In
2017-09-21,2017-09-21,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-175.0,Out
2017-09-21,2017-09-21,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-150.0,Out
2017-09-25,2017-09-25,Transfer,Transfer from BABY,CHECKING,credit,1,-50.0,In
2017-09-25,2017-09-25,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1420.16,In
2017-09-25,2017-09-25,Transfer,Transfer to SERVICE CHECKING,EMERSYN,debit,1,-50.0,Out
2017-09-25,2017-09-25,Transfer,Transfer to SERVICE CHECKING,MORTGAGE,debit,1,-1420.16,Out
2017-09-28,2017-09-28,Transfer,Capital One,Venture,credit,1,-2568.0,In
2017-09-28,2017-09-28,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-985.0,In
2017-09-28,2017-09-28,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-120.0,In
2017-09-28,2017-09-28,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-120.0,Out
2017-09-28,2017-09-28,Transfer,Transfer to SERVICE CHECKING,CREDIT CARD,debit,1,-985.0,Out
2017-09-29,2017-09-29,Transfer,Capital One,CHECKING,debit,1,-2568.0,Out
2017-09-29,2017-09-29,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-710.0,In
2017-09-29,2017-09-29,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2017-10-03,2017-10-03,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-130.0,In
2017-10-03,2017-10-03,Transfer,Transfer from SERVICE CHECKING,EMERSYN,credit,1,-800.0,In
2017-10-03,2017-10-03,Transfer,Transfer to BABY,CHECKING,debit,1,-800.0,Out
2017-10-03,2017-10-03,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-130.0,Out
2017-10-09,2017-10-09,Transfer,Capital One,Venture,credit,1,-1000.0,In
2017-10-10,2017-10-10,Transfer,Capital One,CHECKING,debit,1,-1000.0,Out
2017-10-10,2017-10-10,Transfer,Transfer from HOUSE,CHECKING,credit,1,-1003.21,In
2017-10-10,2017-10-10,Transfer,Transfer to SERVICE CHECKING,SAFETY NET,debit,1,-1003.21,Out
2017-10-12,2017-10-12,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-200.0,In
2017-10-12,2017-10-12,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-710.0,In
2017-10-12,2017-10-12,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2017-10-12,2017-10-12,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-200.0,Out
2017-10-16,2017-10-16,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-100.24,In
2017-10-16,2017-10-16,Transfer,Transfer from SERVICE CHECKING,VISA STARTER,credit,1,-10.64,In
2017-10-16,2017-10-16,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-100.24,Out
2017-10-16,2017-10-16,Transfer,Transfer to STAR CIV VISA CLASS,CHECKING,debit,1,-10.64,Out
2017-10-17,2017-10-17,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-200.0,In
2017-10-17,2017-10-17,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-200.0,Out
2017-10-19,2017-10-19,Transfer,Transfer from SERVICE CHECKING,EMERSYN,credit,1,-150.0,In
2017-10-19,2017-10-19,Transfer,Transfer to BABY,CHECKING,debit,1,-150.0,Out
2017-10-26,2017-10-26,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-710.0,In
2017-10-26,2017-10-26,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-900.0,In
2017-10-26,2017-10-26,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-900.0,Out
2017-10-26,2017-10-26,Transfer,Transfer to SERVICE CHECKING,MORTGAGE,debit,1,-710.0,Out
2017-10-31,2017-10-31,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1650.36,In
2017-10-31,2017-10-31,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,1,-500.0,In
2017-10-31,2017-10-31,Transfer,Transfer from SERVICE CHECKING,VISA STARTER,credit,1,-5.69,In
2017-10-31,2017-10-31,Transfer,Transfer to HOUSE,CHECKING,debit,1,-500.0,Out
2017-10-31,2017-10-31,Transfer,Transfer to SERVICE CHECKING,CREDIT CARD,debit,1,-1650.36,Out
2017-10-31,2017-10-31,Transfer,Transfer to STAR CIV VISA CLASS,CHECKING,debit,1,-5.69,Out
2017-11-01,2017-11-01,Transfer,Capital One,CHECKING,debit,1,-2650.0,Out
2017-11-01,2017-11-01,Transfer,Capital One,Venture,credit,1,-2650.0,In
2017-11-08,2017-11-08,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-300.0,In
2017-11-08,2017-11-08,Transfer,Transfer from SERVICE CHECKING,EMERSYN,credit,1,-100.0,In
2017-11-08,2017-11-08,Transfer,Transfer to BABY,CHECKING,debit,1,-100.0,Out
2017-11-08,2017-11-08,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-300.0,Out
2017-11-09,2017-11-09,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-710.0,In
2017-11-09,2017-11-09,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2017-11-10,2017-11-10,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-199.89,In
2017-11-10,2017-11-10,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-199.89,Out
2017-11-13,2017-11-13,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,2,-150.0,In
2017-11-13,2017-11-13,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-150.0,Out
2017-11-21,2017-11-21,Transfer,Transfer from HOUSE,CHECKING,credit,1,-5.73,In
2017-11-21,2017-11-21,Transfer,Transfer to SERVICE CHECKING,SAFETY NET,debit,1,-5.73,Out
2017-11-22,2017-11-22,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-300.0,In
2017-11-22,2017-11-22,Transfer,Transfer from SERVICE CHECKING,VISA STARTER,credit,1,-16.95,In
2017-11-22,2017-11-22,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-300.0,Out
2017-11-22,2017-11-22,Transfer,Transfer to STAR CIV VISA CLASS,CHECKING,debit,1,-16.95,Out
2017-11-24,2017-11-24,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-710.0,In
2017-11-24,2017-11-24,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2017-11-27,2017-11-27,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1420.0,In
2017-11-27,2017-11-27,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-100.0,In
2017-11-27,2017-11-27,Transfer,Transfer from SERVICE CHECKING,EMERSYN,credit,1,-50.0,In
2017-11-27,2017-11-27,Transfer,Transfer to BABY,CHECKING,debit,1,-50.0,Out
2017-11-27,2017-11-27,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-100.0,Out
2017-11-27,2017-11-27,Transfer,Transfer to SERVICE CHECKING,MORTGAGE,debit,1,-1420.0,Out
2017-11-28,2017-11-28,Transfer,Capital One,Venture,credit,1,-1400.0,In
2017-11-28,2017-11-28,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1400.0,In
2017-11-28,2017-11-28,Transfer,Transfer to SERVICE CHECKING,CREDIT CARD,debit,1,-1400.0,Out
2017-11-29,2017-11-29,Transfer,Capital One,CHECKING,debit,1,-1400.0,Out
2017-11-29,2017-11-29,Transfer,Transfer from HOUSE,CHECKING,credit,1,-200.0,In
2017-11-29,2017-11-29,Transfer,Transfer to SERVICE CHECKING,SAFETY NET,debit,1,-200.0,Out
2017-11-30,2017-11-30,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,1,-180.0,In
2017-11-30,2017-11-30,Transfer,Transfer to HOUSE,CHECKING,debit,1,-180.0,Out
2017-12-04,2017-12-04,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-351.89,In
2017-12-04,2017-12-04,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-351.89,Out
2017-12-07,2017-12-07,Transfer,Transfer from HOUSE,CHECKING,credit,1,-100.0,In
2017-12-07,2017-12-07,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-280.0,In
2017-12-07,2017-12-07,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-710.0,In
2017-12-07,2017-12-07,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,1,-200.0,In
2017-12-07,2017-12-07,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2017-12-07,2017-12-07,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-280.0,Out
2017-12-07,2017-12-07,Transfer,Transfer to HOUSE,CHECKING,debit,1,-200.0,Out
2017-12-07,2017-12-07,Transfer,Transfer to SERVICE CHECKING,SAFETY NET,debit,1,-100.0,Out
2017-12-11,2017-12-11,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,2,-175.0,In
2017-12-11,2017-12-11,Transfer,Transfer to HOUSE,CHECKING,debit,2,-175.0,Out
2017-12-12,2017-12-12,Transfer,Transfer from BABY,CHECKING,credit,1,-100.0,In
2017-12-12,2017-12-12,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-68.0,In
2017-12-12,2017-12-12,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-68.0,Out
2017-12-12,2017-12-12,Transfer,Transfer to SERVICE CHECKING,EMERSYN,debit,1,-100.0,Out
2017-12-14,2017-12-14,Transfer,Transfer from BABY,CHECKING,credit,1,-100.0,In
2017-12-14,2017-12-14,Transfer,Transfer to SERVICE CHECKING,EMERSYN,debit,1,-100.0,Out
2017-12-18,2017-12-18,Transfer,Transfer from BABY,CHECKING,credit,1,-50.0,In
2017-12-18,2017-12-18,Transfer,Transfer from HOUSE,CHECKING,credit,1,-50.0,In
2017-12-18,2017-12-18,Transfer,Transfer to SERVICE CHECKING,EMERSYN,debit,1,-50.0,Out
2017-12-18,2017-12-18,Transfer,Transfer to SERVICE CHECKING,SAFETY NET,debit,1,-50.0,Out
2017-12-19,2017-12-19,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-150.0,In
2017-12-19,2017-12-19,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-150.0,Out
2017-12-21,2017-12-21,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-400.0,In
2017-12-21,2017-12-21,Transfer,Transfer from SERVICE CHECKING,EMERSYN,credit,1,-200.0,In
2017-12-21,2017-12-21,Transfer,Transfer from SERVICE CHECKING,MORTGAGE,credit,1,-710.0,In
2017-12-21,2017-12-21,Transfer,Transfer from SERVICE CHECKING,SAFETY NET,credit,2,-142.0,In
2017-12-21,2017-12-21,Transfer,Transfer to BABY,CHECKING,debit,1,-200.0,Out
2017-12-21,2017-12-21,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2017-12-21,2017-12-21,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-400.0,Out
2017-12-21,2017-12-21,Transfer,Transfer to HOUSE,CHECKING,debit,2,-142.0,Out
2017-12-26,2017-12-26,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1420.0,In
2017-12-26,2017-12-26,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-150.0,In
2017-12-26,2017-12-26,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-150.0,Out
2017-12-26,2017-12-26,Transfer,Transfer to SERVICE CHECKING,MORTGAGE,debit,1,-1420.0,Out
2017-12-27,2017-12-27,Transfer,Capital One,Venture,credit,1,-1450.0,In
2017-12-27,2017-12-27,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-100.62,In
2017-12-27,2017-12-27,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1400.0,In
2017-12-27,2017-12-27,Transfer,Transfer from SERVICE CHECKING,CREDIT CARD,credit,1,-200.0,In
2017-12-27,2017-12-27,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-200.0,Out
2017-12-27,2017-12-27,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-100.62,Out
2017-12-27,2017-12-27,Transfer,Transfer to SERVICE CHECKING,CREDIT CARD,debit,1,-1400.0,Out
2017-12-28,2017-12-28,Transfer,Capital One,CHECKING,debit,1,-1450.0,Out
2018-01-02,2018-01-02,Transfer,Transfer from HOUSE,CHECKING,credit,1,-9.4,In
2018-01-02,2018-01-02,Transfer,Transfer to FIVE STAR CHECKING,SAFETY NET,debit,1,-9.4,Out
2018-01-04,2018-01-04,Transfer,Transfer from 5 STAR SERVICE CHK,CREDIT CARD,credit,1,-100.0,In
2018-01-04,2018-01-04,Transfer,Transfer from 5 STAR SERVICE CHK,MORTGAGE,credit,1,-710.0,In
2018-01-04,2018-01-04,Transfer,Transfer from 5 STAR SERVICE CHK,SAFETY NET,credit,1,-100.0,In
2018-01-04,2018-01-04,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-150.0,In
2018-01-04,2018-01-04,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2018-01-04,2018-01-04,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-100.0,Out
2018-01-04,2018-01-04,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-150.0,Out
2018-01-04,2018-01-04,Transfer,Transfer to HOUSE,CHECKING,debit,1,-100.0,Out
2018-01-08,2018-01-08,Transfer,Transfer from 5 STAR SERVICE CHK,CREDIT CARD,credit,1,-40.0,In
2018-01-08,2018-01-08,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-40.0,Out
2018-01-09,2018-01-09,Transfer,Transfer from BABY,CHECKING,credit,1,-150.0,In
2018-01-09,2018-01-09,Transfer,Transfer to 5 STAR SERVICE CHK,EMERSYN,debit,1,-150.0,Out
2018-01-10,2018-01-10,Transfer,Transfer from 5 STAR SERVICE CHK,CREDIT CARD,credit,1,-200.0,In
2018-01-10,2018-01-10,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-200.0,Out
2018-01-16,2018-01-16,Transfer,Transfer from BABY,CHECKING,credit,1,-100.0,In
2018-01-16,2018-01-16,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-110.0,In
2018-01-16,2018-01-16,Transfer,Transfer from STAR CIV VISA CLASS,CHECKING,credit,1,-100.0,In
2018-01-16,2018-01-16,Transfer,Transfer to 5 STAR SERVICE CHK,EMERSYN,debit,1,-100.0,Out
2018-01-16,2018-01-16,Transfer,Transfer to 5 STAR SERVICE CHK,VISA STARTER,debit,1,-100.0,Out
2018-01-16,2018-01-16,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-110.0,Out
2018-01-18,2018-01-18,Transfer,Capital One,Venture,credit,1,-1600.0,In
2018-01-18,2018-01-18,Transfer,Transfer from 5 STAR SERVICE CHK,CREDIT CARD,credit,1,-150.0,In
2018-01-18,2018-01-18,Transfer,Transfer from 5 STAR SERVICE CHK,EMERSYN,credit,1,-700.0,In
2018-01-18,2018-01-18,Transfer,Transfer from 5 STAR SERVICE CHK,MORTGAGE,credit,1,-710.0,In
2018-01-18,2018-01-18,Transfer,Transfer from 5 STAR SERVICE CHK,SAFETY NET,credit,2,-315.0,In
2018-01-18,2018-01-18,Transfer,Transfer from 5 STAR SERVICE CHK,VISA STARTER,credit,1,-50.0,In
2018-01-18,2018-01-18,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-900.73,In
2018-01-18,2018-01-18,Transfer,Transfer to 5 STAR SERVICE CHK,CREDIT CARD,debit,1,-900.73,Out
2018-01-18,2018-01-18,Transfer,Transfer to BABY,CHECKING,debit,1,-700.0,Out
2018-01-18,2018-01-18,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2018-01-18,2018-01-18,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-150.0,Out
2018-01-18,2018-01-18,Transfer,Transfer to HOUSE,CHECKING,debit,2,-315.0,Out
2018-01-18,2018-01-18,Transfer,Transfer to STAR CIV VISA CLASS,CHECKING,debit,1,-50.0,Out
2018-01-19,2018-01-19,Transfer,Capital One,CHECKING,debit,1,-1600.0,Out
2018-01-22,2018-01-22,Transfer,Transfer from 5 STAR SERVICE CHK,CREDIT CARD,credit,1,-140.0,In
2018-01-22,2018-01-22,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-140.0,Out
2018-01-24,2018-01-24,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-100.0,In
2018-01-24,2018-01-24,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-100.0,In
2018-01-24,2018-01-24,Transfer,Transfer from HOUSE,VISA STARTER,credit,1,-72.0,In
2018-01-24,2018-01-24,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-100.0,Out
2018-01-24,2018-01-24,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-100.0,Out
2018-01-24,2018-01-24,Transfer,Transfer to STAR CIV VISA CLASS,SAFETY NET,debit,1,-72.0,Out
2018-01-26,2018-01-26,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-109.76,In
2018-01-26,2018-01-26,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-109.76,Out
2018-01-29,2018-01-29,Transfer,Transfer from HOUSE,CHECKING,credit,1,-100.0,In
